Time elapsed was,93717,,9.3717E-05
Time elapsed was,98250,,9.825E-05
Time elapsed was,94425,,9.4425E-05
Time elapsed was,106943,,0.000106943
Time elapsed was,92150,,9.215E-05
Time elapsed was,102097,,0.000102097
Time elapsed was,216189,,0.000216189
Time elapsed was,109357,,0.000109357
Time elapsed was,106595,,0.000106595
Time elapsed was,109856,,0.000109856
,,,
Average/mean=,112957.9,,0.0001129579
